"","block","level","transect","quadrat","taxa","replicate","area.cm","X","unit"
"662","C",2,"D",4,"ANGE",4,"25.316","","C 2 D 4 ANGE 4"
"663","C",2,"D",4,"ANGE",5,"19.903","","C 2 D 4 ANGE 5"
"664","C",2,"D",4,"HEMAX",1,"14.759","","C 2 D 4 HEMAX 1"
"665","C",2,"D",4,"HEMAX",2,"15.609","","C 2 D 4 HEMAX 2"
"666","C",2,"D",4,"HEMAX",3,"6.611","","C 2 D 4 HEMAX 3"
"667","C",2,"D",4,"HEMAX",4,"14.51","","C 2 D 4 HEMAX 4"
"668","C",2,"D",4,"MOFI",1,"9.467","","C 2 D 4 MOFI 1"
"669","C",2,"D",4,"MOFI",2,"7.419","","C 2 D 4 MOFI 2"
"670","C",2,"D",4,"MOFI",3,"11.419","","C 2 D 4 MOFI 3"
"671","C",2,"D",4,"MOFI",4,"8.14","","C 2 D 4 MOFI 4"
"672","C",2,"D",4,"SONU",1,"35.554","","C 2 D 4 SONU 1"
"673","C",2,"D",4,"SONU",2,"37.03","","C 2 D 4 SONU 2"
"674","C",2,"D",4,"SONU",3,"36.156","","C 2 D 4 SONU 3"
"675","C",2,"D",4,"SONU",4,"33.974","","C 2 D 4 SONU 4"
"676","C",2,"D",4,"SONU",5,"31.201","","C 2 D 4 SONU 5"
"677","C",2,"D",4,"SOPA",1,"17.139","","C 2 D 4 SOPA 1"
"678","C",2,"D",4,"SOPA",2,"15.844","","C 2 D 4 SOPA 2"
"679","C",2,"D",4,"SOPA",3,"19.394","","C 2 D 4 SOPA 3"
"680","C",2,"D",4,"SOPA",4,"16.759","","C 2 D 4 SOPA 4"
"681","C",2,"D",4,"SOPA",5,"11.329","","C 2 D 4 SOPA 5"
"682","C",4,"C",1,"ANGE",1,"14.808","","C 4 C 1 ANGE 1"
"683","C",4,"C",1,"ANGE",2,"23.152","","C 4 C 1 ANGE 2"
"684","C",4,"C",1,"ANGE",3,"12.56","","C 4 C 1 ANGE 3"
"685","C",4,"C",1,"ANGE",4,"31.782","","C 4 C 1 ANGE 4"
"686","C",4,"C",1,"ANGE",5,"21.237","","C 4 C 1 ANGE 5"
"687","C",4,"C",1,"Solidago",1,"7.056","","C 4 C 1 Solidago 1"
"688","C",4,"C",1,"Solidago",2,"11.826","","C 4 C 1 Solidago 2"
"689","C",4,"C",1,"Solidago",3,"7.583","","C 4 C 1 Solidago 3"
"690","C",4,"C",1,"Solidago",4,"9.081","","C 4 C 1 Solidago 4"
"691","C",4,"C",1,"Solidago",5,"10.244","","C 4 C 1 Solidago 5"
"692","C",4,"C",2,"Solidago",1,"7.069","","C 4 C 2 Solidago 1"
"693","C",4,"C",2,"Solidago",2,"7.755","","C 4 C 2 Solidago 2"
"694","C",4,"C",2,"Solidago",3,"11.761","","C 4 C 2 Solidago 3"
"695","C",4,"C",2,"Solidago",4,"6.464","","C 4 C 2 Solidago 4"
"696","C",4,"C",2,"Solidago",5,"7.978","","C 4 C 2 Solidago 5"
"697","C",4,"D",1,"ANGE",1,"20.67","","C 4 D 1 ANGE 1"
"698","C",4,"D",1,"ANGE",2,"23.648","","C 4 D 1 ANGE 2"
"699","C",4,"D",1,"ANGE",3,"25.642","","C 4 D 1 ANGE 3"
"700","C",4,"D",1,"ANGE",4,"14.997","","C 4 D 1 ANGE 4"
"701","C",4,"D",1,"ANGE",5,"22.667","","C 4 D 1 ANGE 5"
"702","C",4,"D",1,"Solidago",1,"7.407","","C 4 D 1 Solidago 1"
"703","C",4,"D",1,"Solidago",2,"4.636","","C 4 D 1 Solidago 2"
"704","C",4,"D",1,"Solidago",3,"7.539","","C 4 D 1 Solidago 3"
"705","C",4,"D",1,"Solidago",4,"7.775","","C 4 D 1 Solidago 4"
"706","C",4,"D",1,"Solidago",5,"6.772","","C 4 D 1 Solidago 5"
"707","C",4,"D",1,"Solidago",6,"8.968","","C 4 D 1 Solidago 6"
"708","C",4,"D",1,"Solidago",1,"6.699","","C 4 D 1 Solidago 1"
"709","C",4,"D",1,"Solidago",2,"4.338","","C 4 D 1 Solidago 2"
"710","C",4,"D",1,"Solidago",3,"5.595","","C 4 D 1 Solidago 3"
"711","C",4,"D",1,"Solidago",4,"7.847","","C 4 D 1 Solidago 4"
"712","C",4,"D",1,"Solidago",5,"4.331","","C 4 D 1 Solidago 5"
"713","C",4,"D",2,"ANGE",1,"16.98","","C 4 D 2 ANGE 1"
"714","C",4,"D",2,"ANGE",2,"27.103","","C 4 D 2 ANGE 2"
"715","C",4,"D",2,"ANGE",3,"30.361","","C 4 D 2 ANGE 3"
"716","C",4,"D",2,"ANGE",4,"7.373","","C 4 D 2 ANGE 4"
"717","C",4,"D",2,"ANGE",5,"14.919","","C 4 D 2 ANGE 5"
"718","C",4,"D",2,"Solidago",1,"6.921","","C 4 D 2 Solidago 1"
"719","C",4,"D",2,"Solidago",2,"6.056","","C 4 D 2 Solidago 2"
"720","C",4,"D",2,"Solidago",3,"3.164","","C 4 D 2 Solidago 3"
"721","C",4,"D",2,"Solidago",4,"5.561","","C 4 D 2 Solidago 4"
"722","C",4,"D",2,"Solidago",5,"6.252","","C 4 D 2 Solidago 5"
"723","C",4,"D",4,"ANGE",1,"16.229","","C 4 D 4 ANGE 1"
"724","C",4,"D",4,"ANGE",2,"20.67","","C 4 D 4 ANGE 2"
"725","C",4,"D",4,"ANGE",3,"23.778","","C 4 D 4 ANGE 3"
"726","C",4,"D",4,"ANGE",4,"18.654","","C 4 D 4 ANGE 4"
"727","C",4,"D",4,"ANGE",5,"18.803","","C 4 D 4 ANGE 5"
"728","C",4,"D",4,"Solidago",1,"4.113","","C 4 D 4 Solidago 1"
"729","C",4,"D",4,"Solidago",2,"7.358","","C 4 D 4 Solidago 2"
"730","C",4,"D",4,"Solidago",3,"4.347","","C 4 D 4 Solidago 3"
"731","C",4,"D",4,"Solidago",4,"5.427","","C 4 D 4 Solidago 4"
"732","C",4,"D",4,"Solidago",5,"5.617","","C 4 D 4 Solidago 5"
