,unit,date,block,level,diversity,transect,quadrat,treat,taxa,replicate,area.cm,weight.0.00g
550,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,2,5.96,0.04
551,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,2,5.96,0.04
552,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,3,5.584,0.05
553,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,3,5.584,0.05
554,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,3,5.584,0.04
555,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,3,5.584,0.04
556,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,3,5.584,0.04
557,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,5,5.877,0.05
558,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,5,5.877,0.05
559,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,5,5.877,0.04
560,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,5,5.877,0.04
561,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,5,5.877,0.04
562,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,1,5.24,0.05
563,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,1,5.24,0.05
564,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,1,5.24,0.04
565,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,1,5.24,0.04
566,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,1,5.24,0.04
567,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,4,6.712,0.05
568,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,4,6.712,0.05
569,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,4,6.712,0.04
570,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,4,6.712,0.04
571,A 4 D 2 Solidago,7/6/2016,A,4,1,D,2,rainout,Solidago,4,6.712,0.04
572,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,3,18.656,0.14
573,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,3,18.656,0.19
574,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,3,18.656,0.17
575,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,3,18.656,0.24
576,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,3,18.656,0.19
577,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,4,29.836,0.14
578,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,4,29.836,0.19
579,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,4,29.836,0.17
580,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,4,29.836,0.24
581,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,4,29.836,0.19
582,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,5,27.299,0.14
583,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,5,27.299,0.19
584,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,5,27.299,0.17
585,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,5,27.299,0.24
586,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,5,27.299,0.19
587,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,2,24.069,0.14
588,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,2,24.069,0.19
589,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,2,24.069,0.17
590,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,2,24.069,0.24
591,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,2,24.069,0.19
592,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,1,34.562,0.14
593,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,1,34.562,0.19
594,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,1,34.562,0.17
595,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,1,34.562,0.24
596,A 4 D 3 ANGE,7/4/2016,A,4,1,D,3,bn,ANGE,1,34.562,0.19
597,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,2,6.311,0.04
598,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,2,6.311,0.07
599,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,2,6.311,0.04
600,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,2,6.311,0.05
601,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,2,6.311,0.04
602,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,4,6.651,0.04
603,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,4,6.651,0.07
604,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,4,6.651,0.04
605,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,4,6.651,0.05
606,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,4,6.651,0.04
607,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,1,6.223,0.04
608,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,1,6.223,0.07
609,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,1,6.223,0.04
610,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,1,6.223,0.05
611,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,1,6.223,0.04
612,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,3,8.84,0.04
613,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,3,8.84,0.07
614,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,3,8.84,0.04
615,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,3,8.84,0.05
616,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,3,8.84,0.04
617,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,5,5.807,0.04
618,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,5,5.807,0.07
619,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,5,5.807,0.04
620,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,5,5.807,0.05
621,A 4 D 3 Solidago,7/4/2016,A,4,1,D,3,bn,Solidago,5,5.807,0.04
622,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,1,22.365,0.08
623,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,1,22.365,0.07
624,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,1,22.365,0.09
625,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,1,22.365,0.11
626,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,1,22.365,0.15
627,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,4,15.337,0.08
628,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,4,15.337,0.07
629,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,4,15.337,0.09
630,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,4,15.337,0.11
631,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,4,15.337,0.15
632,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,5,13.302,0.08
633,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,5,13.302,0.07
634,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,5,13.302,0.09
635,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,5,13.302,0.11
636,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,5,13.302,0.15
637,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,2,20.034,0.08
638,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,2,20.034,0.07
639,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,2,20.034,0.09
640,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,2,20.034,0.11
641,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,2,20.034,0.15
642,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,3,11.548,0.08
643,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,3,11.548,0.07
644,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,3,11.548,0.09
645,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,3,11.548,0.11
646,A 4 D 4 ANGE,7/4/2016,A,4,1,D,4,biomass,ANGE,3,11.548,0.15
647,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,1,NA,0.02
648,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,1,NA,0.03
649,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,1,NA,0.05
650,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,1,NA,0.06
651,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,1,NA,0.07
652,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,1,NA,0.03
653,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,3,NA,0.02
654,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,3,NA,0.03
655,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,3,NA,0.05
656,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,3,NA,0.06
657,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,3,NA,0.07
658,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,3,NA,0.03
659,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,4,NA,0.02
660,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,4,NA,0.03
661,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,4,NA,0.05
662,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,4,NA,0.06
663,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,4,NA,0.07
664,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,4,NA,0.03
665,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,5,NA,0.02
666,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,5,NA,0.03
667,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,5,NA,0.05
668,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,5,NA,0.06
669,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,5,NA,0.07
670,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,5,NA,0.03
671,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,2,NA,0.02
672,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,2,NA,0.03
673,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,2,NA,0.05
674,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,2,NA,0.06
675,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,2,NA,0.07
676,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,2,NA,0.03
677,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,6,NA,0.02
678,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,6,NA,0.03
679,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,6,NA,0.05
680,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,6,NA,0.06
681,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,6,NA,0.07
682,A 4 D 4 Solidago,7/4/2016,A,4,1,D,4,biomass,Solidago,6,NA,0.03
683,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,2,20.536,0.11
684,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,2,20.536,0.12
685,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,2,20.536,0.13
686,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,2,20.536,0.08
687,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,2,20.536,0.21
688,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,5,17.785,0.11
689,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,5,17.785,0.12
690,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,5,17.785,0.13
691,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,5,17.785,0.08
692,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,5,17.785,0.21
693,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,1,27.586,0.11
694,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,1,27.586,0.12
695,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,1,27.586,0.13
696,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,1,27.586,0.08
697,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,1,27.586,0.21
698,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,3,14.511,0.11
699,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,3,14.511,0.12
700,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,3,14.511,0.13
701,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,3,14.511,0.08
702,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,3,14.511,0.21
703,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,4,20.399,0.11
704,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,4,20.399,0.12
705,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,4,20.399,0.13
706,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,4,20.399,0.08
707,B 2 D 1 ANGE,7/4/2016,B,2,1,D,1,biomass,ANGE,4,20.399,0.21
708,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,4,29.119,0.06
709,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,4,29.119,0.18
710,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,4,29.119,0.2
711,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,4,29.119,0.18
712,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,4,29.119,0.26
713,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,1,31.567,0.06
714,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,1,31.567,0.18
715,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,1,31.567,0.2
716,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,1,31.567,0.18
717,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,1,31.567,0.26
718,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,3,25.712,0.06
719,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,3,25.712,0.18
720,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,3,25.712,0.2
721,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,3,25.712,0.18
722,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,3,25.712,0.26
723,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,5,16.472,0.06
724,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,5,16.472,0.18
725,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,5,16.472,0.2
726,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,5,16.472,0.18
727,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,5,16.472,0.26
728,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,2,29.166,0.06
729,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,2,29.166,0.18
730,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,2,29.166,0.2
731,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,2,29.166,0.18
732,B 2 D 2 ANGE,7/4/2016,B,2,1,D,2,bn,ANGE,2,29.166,0.26
733,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,4,7.066,0.05
734,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,4,7.066,0.05
735,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,4,7.066,0.05
736,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,4,7.066,0.07
737,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,4,7.066,0.08
738,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,4,7.066,0.08
739,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,1,9.278,0.05
740,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,1,9.278,0.05
741,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,1,9.278,0.05
742,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,1,9.278,0.07
743,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,1,9.278,0.08
744,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,1,9.278,0.08
745,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,5,10.21,0.05
746,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,5,10.21,0.05
747,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,5,10.21,0.05
748,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,5,10.21,0.07
749,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,5,10.21,0.08
750,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,5,10.21,0.08
751,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,2,6.576,0.05
752,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,2,6.576,0.05
753,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,2,6.576,0.05
754,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,2,6.576,0.07
755,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,2,6.576,0.08
756,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,2,6.576,0.08
757,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,3,9.379,0.05
758,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,3,9.379,0.05
759,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,3,9.379,0.05
760,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,3,9.379,0.07
761,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,3,9.379,0.08
762,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,3,9.379,0.08
763,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,6,6.814,0.05
764,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,6,6.814,0.05
765,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,6,6.814,0.05
766,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,6,6.814,0.07
767,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,6,6.814,0.08
768,B 2 D 2 SOCA,7/4/2016,B,2,1,D,2,bn,SOCA,6,6.814,0.08
769,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,4,13.583,0.15
770,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,4,13.583,0.1
771,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,4,13.583,0.12
772,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,4,13.583,0.04
773,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,4,13.583,0.08
774,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,1,17.908,0.15
775,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,1,17.908,0.1
776,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,1,17.908,0.12
777,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,1,17.908,0.04
778,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,1,17.908,0.08
779,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,2,20.429,0.15
780,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,2,20.429,0.1
781,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,2,20.429,0.12
782,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,2,20.429,0.04
783,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,2,20.429,0.08
784,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,3,22.106,0.15
785,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,3,22.106,0.1
786,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,3,22.106,0.12
787,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,3,22.106,0.04
788,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,3,22.106,0.08
789,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,5,11.481,0.15
790,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,5,11.481,0.1
791,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,5,11.481,0.12
792,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,5,11.481,0.04
793,B 4 D 3 ANGE,7/4/2016,B,4,2,D,3,bn,ANGE,5,11.481,0.08
794,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,4,8.147,0.04
795,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,4,8.147,0.04
796,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,4,8.147,0.04
797,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,4,8.147,0.05
798,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,4,8.147,0.04
799,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,4,8.147,0.05
800,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,3,8.475,0.04
801,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,3,8.475,0.04
802,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,3,8.475,0.04
803,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,3,8.475,0.05
804,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,3,8.475,0.04
805,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,3,8.475,0.05
806,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,1,8.042,0.04
807,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,1,8.042,0.04
808,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,1,8.042,0.04
809,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,1,8.042,0.05
810,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,1,8.042,0.04
811,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,1,8.042,0.05
812,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,2,7.762,0.04
813,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,2,7.762,0.04
814,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,2,7.762,0.04
815,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,2,7.762,0.05
816,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,2,7.762,0.04
817,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,2,7.762,0.05
818,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,5,7.8,0.04
819,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,5,7.8,0.04
820,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,5,7.8,0.04
821,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,5,7.8,0.05
822,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,5,7.8,0.04
823,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,5,7.8,0.05
824,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,6,7.963,0.04
825,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,6,7.963,0.04
826,B 4 D 3 MOFI,7/4/2016,B,4,2,D,3,bn,MOFI,6,7.963,0.04
